go_f,count,Systematic Name
metal ion binding,740,"['Q0045', 'Q0105', 'Q0250', 'YAL002W', 'YAL021C', 'YAL035W', 'YAL038W', 'YAL039C', 'YAL048C', 'YAL051W', 'YAL060W', 'YAL061W', 'YAR007C', 'YBL005W', 'YBL019W', 'YBL023C', 'YBL033C', 'YBL045C', 'YBL049W', 'YBL052C', 'YBL055C', 'YBL056W', 'YBL059C-A', 'YBL066C', 'YBL068W', 'YBL071W-A', 'YBL091C', 'YBL105C', 'YBR003W', 'YBR011C', 'YBR014C', 'YBR018C', 'YBR024W', 'YBR025C', 'YBR033W', 'YBR037C', 'YBR058C', 'YBR062C', 'YBR066C', 'YBR074W', 'YBR091C', 'YBR098W', 'YBR109C', 'YBR111C', 'YBR114W', 'YBR117C', 'YBR125C', 'YBR145W', 'YBR150C', 'YBR163W', 'YBR208C', 'YBR218C', 'YBR228W', 'YBR239C', 'YBR240C', 'YBR242W', 'YBR243C', 'YBR252W', 'YBR267W', 'YBR281C', 'YBR286W', 'YBR295W', 'YBR297W', 'YCL017C', 'YCL018W', 'YCL030C', 'YCL033C', 'YCL057W', 'YCR014C', 'YCR018C', 'YCR036W', 'YCR066W', 'YCR087C-A', 'YCR090C', 'YCR105W', 'YCR106W', 'YDL006W', 'YDL008W', 'YDL010W', 'YDL017W', 'YDL030W', 'YDL042C', 'YDL043C', 'YDL047W', 'YDL048C', 'YDL061C', 'YDL066W', 'YDL074C', 'YDL080C', 'YDL090C', 'YDL098C', 'YDL100C', 'YDL102W', 'YDL104C', 'YDL128W', 'YDL131W', 'YDL134C', 'YDL140C', 'YDL164C', 'YDL167C', 'YDL168W', 'YDL170W', 'YDL171C', 'YDL175C', 'YDL182W', 'YDL188C', 'YDL209C', 'YDL216C', 'YDL226C', 'YDL227C', 'YDL238C', 'YDL240W', 'YDL244W', 'YDL246C', 'YDR001C', 'YDR034C', 'YDR043C', 'YDR045C', 'YDR049W', 'YDR052C', 'YDR066C', 'YDR075W', 'YDR088C', 'YDR096W', 'YDR098C', 'YDR101C', 'YDR110W', 'YDR127W', 'YDR129C', 'YDR143C', 'YDR146C', 'YDR151C', 'YDR173C', 'YDR178W', 'YDR182W', 'YDR191W', 'YDR207C', 'YDR213W', 'YDR216W', 'YDR234W', 'YDR236C', 'YDR253C', 'YDR255C', 'YDR256C', 'YDR263C', 'YDR265W', 'YDR266C', 'YDR270W', 'YDR272W', 'YDR287W', 'YDR303C', 'YDR313C', 'YDR323C', 'YDR336W', 'YDR347W', 'YDR370C', 'YDR373W', 'YDR379W', 'YDR380W', 'YDR386W', 'YDR390C', 'YDR399W', 'YDR402C', 'YDR409W', 'YDR415C', 'YDR419W', 'YDR421W', 'YDR430C', 'YDR436W', 'YDR448W', 'YDR452W', 'YDR460W', 'YDR463W', 'YDR481C', 'YDR487C', 'YDR500C', 'YDR502C', 'YDR506C', 'YDR520C', 'YDR524C', 'YDR539W', 'YEL019C', 'YEL020W-A', 'YEL024W', 'YEL029C', 'YEL031W', 'YEL038W', 'YEL039C', 'YEL058W', 'YER003C', 'YER010C', 'YER017C', 'YER019W', 'YER020W', 'YER028C', 'YER040W', 'YER049W', 'YER051W', 'YER062C', 'YER065C', 'YER068W', 'YER078C', 'YER089C', 'YER090W', 'YER091C', 'YER099C', 'YER116C', 'YER122C', 'YER130C', 'YER133W', 'YER134C', 'YER139C', 'YER169W', 'YER171W', 'YER174C', 'YER184C', 'YFL016C', 'YFL021W', 'YFL041W', 'YFL044C', 'YFL045C', 'YFL052W', 'YFL058W', 'YFR004W', 'YFR005C', 'YFR006W', 'YFR019W', 'YFR027W', 'YFR037C', 'YFR044C', 'YGL006W', 'YGL008C', 'YGL009C', 'YGL013C', 'YGL022W', 'YGL023C', 'YGL035C', 'YGL037C', 'YGL040C', 'YGL043W', 'YGL055W', 'YGL062W', 'YGL067W', 'YGL070C', 'YGL071W', 'YGL085W', 'YGL091C', 'YGL094C', 'YGL101W', 'YGL106W', 'YGL122C', 'YGL131C', 'YGL155W', 'YGL156W', 'YGL163C', 'YGL166W', 'YGL181W', 'YGL187C', 'YGL209W', 'YGL234W', 'YGL243W', 'YGL246C', 'YGL251C', 'YGL254W', 'YGL256W', 'YGR024C', 'YGR044C', 'YGR058W', 'YGR061C', 'YGR063C', 'YGR067C', 'YGR071C', 'YGR087C', 'YGR088W', 'YGR123C', 'YGR144W', 'YGR170W', 'YGR181W', 'YGR184C', 'YGR208W', 'YGR211W', 'YGR234W', 'YGR240C', 'YGR244C', 'YGR246C', 'YGR254W', 'YGR258C', 'YGR267C', 'YGR286C', 'YGR288W', 'YHL010C', 'YHL011C', 'YHL021C', 'YHL022C', 'YHL027W', 'YHR005C', 'YHR005C-A', 'YHR006W', 'YHR007C', 'YHR008C', 'YHR021C', 'YHR024C', 'YHR040W', 'YHR043C', 'YHR044C', 'YHR046C', 'YHR047C', 'YHR050W', 'YHR051W', 'YHR053C', 'YHR055C', 'YHR056C', 'YHR076W', 'YHR079C', 'YHR090C', 'YHR111W', 'YHR113W', 'YHR115C', 'YHR132C', 'YHR134W', 'YHR143W-A', 'YHR144C', 'YHR164C', 'YHR174W', 'YHR178W', 'YHR192W', 'YHR201C', 'YHR204W', 'YHR216W', 'YIL003W', 'YIL021W', 'YIL030C', 'YIL044C', 'YIL053W', 'YIL072W', 'YIL079C', 'YIL094C', 'YIL097W', 'YIL106W', 'YIL108W', 'YIL109C', 'YIL130W', 'YIL137C', 'YIL147C', 'YIL150C', 'YIR008C', 'YIR013C', 'YIR015W', 'YIR023W', 'YIR027C', 'YJL005W', 'YJL025W', 'YJL026W', 'YJL035C', 'YJL056C', 'YJL089W', 'YJL100W', 'YJL103C', 'YJL105W', 'YJL110C', 'YJL121C', 'YJL130C', 'YJL137C', 'YJL145W', 'YJL157C', 'YJL167W', 'YJL172W', 'YJL187C', 'YJL200C', 'YJL206C', 'YJL208C', 'YJL210W', 'YJR016C', 'YJR024C', 'YJR025C', 'YJR048W', 'YJR055W', 'YJR063W', 'YJR069C', 'YJR070C', 'YJR078W', 'YJR089W', 'YJR094W-A', 'YJR097W', 'YJR101W', 'YJR104C', 'YJR109C', 'YJR117W', 'YJR119C', 'YJR126C', 'YJR127C', 'YJR131W', 'YJR135W-A', 'YJR137C', 'YJR156C', 'YJR159W', 'YKL005C', 'YKL011C', 'YKL015W', 'YKL025C', 'YKL028W', 'YKL029C', 'YKL034W', 'YKL035W', 'YKL038W', 'YKL045W', 'YKL048C', 'YKL059C', 'YKL060C', 'YKL062W', 'YKL067W', 'YKL084W', 'YKL087C', 'YKL095W', 'YKL103C', 'YKL113C', 'YKL114C', 'YKL127W', 'YKL132C', 'YKL134C', 'YKL137W', 'YKL141W', 'YKL156W', 'YKL157W', 'YKL160W', 'YKL181W', 'YKL185W', 'YKL190W', 'YKL220C', 'YKL222C', 'YKR002W', 'YKR017C', 'YKR029C', 'YKR034W', 'YKR038C', 'YKR058W', 'YKR064W', 'YKR066C', 'YKR071C', 'YKR079C', 'YKR087C', 'YKR090W', 'YLL009C', 'YLL027W', 'YLL029W', 'YLL041C', 'YLL051C', 'YLL054C', 'YLL057C', 'YLL062C', 'YLR005W', 'YLR007W', 'YLR013W', 'YLR014C', 'YLR024C', 'YLR032W', 'YLR034C', 'YLR044C', 'YLR070C', 'YLR074C', 'YLR080W', 'YLR090W', 'YLR098C', 'YLR116W', 'YLR131C', 'YLR134W', 'YLR136C', 'YLR148W', 'YLR151C', 'YLR163C', 'YLR164W', 'YLR167W', 'YLR174W', 'YLR180W', 'YLR185W', 'YLR205C', 'YLR214W', 'YLR228C', 'YLR244C', 'YLR245C', 'YLR247C', 'YLR256W', 'YLR266C', 'YLR277C', 'YLR278C', 'YLR298C', 'YLR304C', 'YLR307W', 'YLR308W', 'YLR318W', 'YLR323C', 'YLR355C', 'YLR373C', 'YLR375W', 'YLR377C', 'YLR387C', 'YLR388W', 'YLR389C', 'YLR401C', 'YLR403W', 'YLR417W', 'YLR420W', 'YLR427W', 'YLR432W', 'YLR433C', 'YLR451W', 'YML004C', 'YML016C', 'YML022W', 'YML035C', 'YML041C', 'YML054C', 'YML056C', 'YML057W', 'YML065W', 'YML068W', 'YML072C', 'YML076C', 'YML081W', 'YML099C', 'YMR009W', 'YMR015C', 'YMR019W', 'YMR021C', 'YMR026C', 'YMR027W', 'YMR037C', 'YMR038C', 'YMR058W', 'YMR070W', 'YMR073C', 'YMR075W', 'YMR080C', 'YMR083W', 'YMR089C', 'YMR100W', 'YMR105C', 'YMR108W', 'YMR113W', 'YMR118C', 'YMR119W', 'YMR127C', 'YMR136W', 'YMR137C', 'YMR168C', 'YMR176W', 'YMR182C', 'YMR201C', 'YMR205C', 'YMR207C', 'YMR208W', 'YMR214W', 'YMR223W', 'YMR231W', 'YMR234W', 'YMR247C', 'YMR262W', 'YMR267W', 'YMR272C', 'YMR278W', 'YMR280C', 'YMR300C', 'YMR303C', 'YMR318C', 'YMR323W', 'YNL001W', 'YNL008C', 'YNL009W', 'YNL010W', 'YNL023C', 'YNL027W', 'YNL036W', 'YNL037C', 'YNL040W', 'YNL045W', 'YNL064C', 'YNL072W', 'YNL077W', 'YNL083W', 'YNL088W', 'YNL097C', 'YNL102W', 'YNL111C', 'YNL116W', 'YNL118C', 'YNL129W', 'YNL130C', 'YNL141W', 'YNL155W', 'YNL168C', 'YNL200C', 'YNL204C', 'YNL207W', 'YNL218W', 'YNL220W', 'YNL227C', 'YNL238W', 'YNL240C', 'YNL247W', 'YNL250W', 'YNL255C', 'YNL256W', 'YNL259C', 'YNL262W', 'YNL299W', 'YNL310C', 'YNL332W', 'YNR006W', 'YNR016C', 'YNR020C', 'YNR027W', 'YNR032W', 'YNR052C', 'YNR060W', 'YNR063W', 'YOL013C', 'YOL043C', 'YOL049W', 'YOL054W', 'YOL057W', 'YOL061W', 'YOL064C', 'YOL066C', 'YOL068C', 'YOL086C', 'YOL089C', 'YOL098C', 'YOL115W', 'YOL122C', 'YOL125W', 'YOL133W', 'YOL138C', 'YOL152W', 'YOL164W', 'YOR005C', 'YOR020C', 'YOR022C', 'YOR025W', 'YOR033C', 'YOR040W', 'YOR052C', 'YOR056C', 'YOR064C', 'YOR065W', 'YOR077W', 'YOR086C', 'YOR090C', 'YOR091W', 'YOR113W', 'YOR116C', 'YOR119C', 'YOR125C', 'YOR127W', 'YOR128C', 'YOR136W', 'YOR151C', 'YOR156C', 'YOR162C', 'YOR163W', 'YOR172W', 'YOR191W', 'YOR196C', 'YOR202W', 'YOR207C', 'YOR210W', 'YOR226C', 'YOR241W', 'YOR256C', 'YOR257W', 'YOR258W', 'YOR274W', 'YOR291W', 'YOR335C', 'YOR337W', 'YOR341W', 'YOR346W', 'YOR347C', 'YOR356W', 'YOR360C', 'YOR363C', 'YOR380W', 'YOR381W', 'YOR384W', 'YOR393W', 'YPL015C', 'YPL016W', 'YPL021W', 'YPL028W', 'YPL036W', 'YPL038W', 'YPL042C', 'YPL047W', 'YPL054W', 'YPL059W', 'YPL069C', 'YPL086C', 'YPL096W', 'YPL103C', 'YPL111W', 'YPL117C', 'YPL133C', 'YPL135W', 'YPL138C', 'YPL167C', 'YPL179W', 'YPL181W', 'YPL207W', 'YPL214C', 'YPL222W', 'YPL230W', 'YPL231W', 'YPL237W', 'YPL248C', 'YPL252C', 'YPL268W', 'YPL273W', 'YPL281C', 'YPR008W', 'YPR010C', 'YPR013C', 'YPR015C', 'YPR017C', 'YPR022C', 'YPR024W', 'YPR031W', 'YPR043W', 'YPR056W', 'YPR062W', 'YPR067W', 'YPR074C', 'YPR086W', 'YPR093C', 'YPR107C', 'YPR122W', 'YPR176C', 'YPR181C', 'YPR186C', 'YPR188C', 'YPR191W', 'YPR196W']"
metal ion transmembrane transporter activity,12,"['YBR187W', 'YFL050C', 'YGL255W', 'YHR050W', 'YIL023C', 'YKL064W', 'YKL175W', 'YLR034C', 'YLR130C', 'YOL122C', 'YOL130W', 'YOR079C']"
metal-dependent deubiquitinase activity,1,['YFR004W']
metalloaminopeptidase activity,11,"['YBL091C', 'YER078C', 'YFR006W', 'YHR047C', 'YHR113W', 'YIL137C', 'YKL103C', 'YKL157W', 'YLL029W', 'YLR244C', 'YOL057W']"
metallocarboxypeptidase activity,2,"['YHR132C', 'YJL172W']"
metallodipeptidase activity,1,['YFR044C']
metalloendopeptidase activity,20,"['YBL045C', 'YCL057W', 'YDL216C', 'YDR430C', 'YER017C', 'YHR024C', 'YHR132C', 'YHR134W', 'YJR117W', 'YKL134C', 'YKR087C', 'YLR163C', 'YLR389C', 'YMR089C', 'YMR274C', 'YNR020C', 'YOL098C', 'YPR024W', 'YPR122W', 'YPR191W']"
metalloexopeptidase activity,6,"['YBR074W', 'YBR286W', 'YDR415C', 'YFR018C', 'YJR126C', 'YOR256C']"
metallopeptidase activity,36,"['YBR074W', 'YBR281C', 'YBR286W', 'YCL057W', 'YDL216C', 'YDR101C', 'YDR430C', 'YER017C', 'YER078C', 'YFR004W', 'YFR044C', 'YHR047C', 'YHR113W', 'YHR132C', 'YHR134W', 'YHR165C', 'YIL108W', 'YIL137C', 'YJR117W', 'YJR126C', 'YKL103C', 'YKL134C', 'YKL157W', 'YKR087C', 'YLL029W', 'YLR163C', 'YLR389C', 'YMR089C', 'YNL045W', 'YNR020C', 'YOL057W', 'YOL154W', 'YOR256C', 'YOR261C', 'YPR024W', 'YPR122W']"
methenyltetrahydrofolate cyclohydrolase activity,2,"['YBR084W', 'YGR204W']"
methione N-acyltransferase activity,2,"['YJL071W', 'YMR062C']"
methionine adenosyltransferase activity,2,"['YDR502C', 'YLR180W']"
methionine-R-sulfoxide reductase activity,1,['YKL069W']
methionine-tRNA ligase activity,2,"['YGR171C', 'YGR264C']"
methionyl-initiator methionine tRNA binding,3,"['YER025W', 'YJR007W', 'YPL237W']"
methionyl-tRNA formyltransferase activity,1,['YBL013W']
methylated histone binding,11,"['YCL010C', 'YER051W', 'YER164W', 'YHR090C', 'YKL005C', 'YKR029C', 'YNL097C', 'YOR064C', 'YPL138C', 'YPL181W', 'YPR031W']"
methylated-DNA-[protein]-cysteine S-methyltransferase activity,1,['YDL200C']
methylcrotonoyl-CoA carboxylase activity,1,['YBR208C']
methylenetetrahydrofolate dehydrogenase (NAD+) activity,1,['YKR080W']
methylenetetrahydrofolate dehydrogenase (NADP+) activity,3,"['YBR084W', 'YGR204W', 'YKR080W']"
methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity,2,"['YBR084W', 'YGR204W']"
methylenetetrahydrofolate reductase (NAD(P)H) activity,2,"['YGL125W', 'YPL023C']"
methylglyoxal reductase (NADH-dependent) activity,1,['YOL086C']
methylglyoxal reductase (NADPH-dependent) activity,1,['YOL151W']
methylisocitrate lyase activity,2,"['YER065C', 'YPR006C']"
methylthioribulose 1-phosphate dehydratase activity,1,['YJR024C']
methyltransferase activity,82,"['YBL024W', 'YBR030W', 'YBR034C', 'YBR061C', 'YBR133C', 'YBR141C', 'YBR236C', 'YBR261C', 'YBR271W', 'YCL054W', 'YCR047C', 'YDL014W', 'YDL112W', 'YDL200C', 'YDL201W', 'YDR083W', 'YDR120C', 'YDR140W', 'YDR198C', 'YDR257C', 'YDR316W', 'YDR410C', 'YDR435C', 'YDR440W', 'YDR465C', 'YER091C', 'YER175C', 'YGL050W', 'YGL136C', 'YGL192W', 'YGR001C', 'YGR157W', 'YGR283C', 'YHL039W', 'YHR070W', 'YHR109W', 'YHR119W', 'YHR207C', 'YHR209W', 'YIL064W', 'YIL096C', 'YIL110W', 'YJL125C', 'YJL168C', 'YJR073C', 'YJR129C', 'YKL155C', 'YKL162C', 'YKR056W', 'YKR069W', 'YLL062C', 'YLR063W', 'YLR137W', 'YLR172C', 'YLR186W', 'YLR285W', 'YML008C', 'YML014W', 'YML110C', 'YMR228W', 'YMR310C', 'YMR321C', 'YNL022C', 'YNL024C', 'YNL061W', 'YNL063W', 'YNL092W', 'YOL093W', 'YOL096C', 'YOL124C', 'YOL125W', 'YOL141W', 'YOR021C', 'YOR074C', 'YOR201C', 'YOR239W', 'YPL030W', 'YPL157W', 'YPL165C', 'YPL208W', 'YPL266W', 'YPL273W']"
mevalonate kinase activity,1,['YMR208W']
microfilament motor activity,4,"['YAL029C', 'YKL129C', 'YMR109W', 'YOR326W']"
microtubule binding,38,"['YBL031W', 'YBL034C', 'YBL063W', 'YBR233W-A', 'YCL029C', 'YDR016C', 'YDR130C', 'YDR201W', 'YDR320C-A', 'YEL061C', 'YER016W', 'YGL061C', 'YGL093W', 'YGL216W', 'YGR113W', 'YGR200C', 'YIL144W', 'YKL052C', 'YKL079W', 'YKL138C-A', 'YKR001C', 'YKR037C', 'YKR083C', 'YLL001W', 'YLR045C', 'YLR429W', 'YMR117C', 'YMR198W', 'YNL148C', 'YOL069W', 'YOR058C', 'YOR211C', 'YOR257W', 'YPL017C', 'YPL155C', 'YPL174C', 'YPL253C', 'YPR141C']"
microtubule lateral binding,1,['YAL047C']
microtubule minus-end binding,2,"['YHR172W', 'YNL126W']"
microtubule motor activity,7,"['YBL063W', 'YEL061C', 'YGL216W', 'YKL079W', 'YMR198W', 'YPL155C', 'YPR141C']"
microtubule plus end polymerase,1,['YLR045C']
microtubule plus-end binding,17,"['YAL047C', 'YBR233W-A', 'YCL029C', 'YDR016C', 'YDR201W', 'YDR320C-A', 'YER016W', 'YGL061C', 'YGR113W', 'YKL052C', 'YKL138C-A', 'YKR037C', 'YKR083C', 'YLR045C', 'YLR254C', 'YOR269W', 'YPL174C']"
microtubule site clamp,1,['YCR086W']
misfolded protein binding,20,"['YAL005C', 'YBL075C', 'YBR201W', 'YCL044C', 'YDL229W', 'YDR258C', 'YDR411C', 'YEL030W', 'YER103W', 'YHR064C', 'YJL034W', 'YJL073W', 'YJR045C', 'YKL073W', 'YKL133C', 'YLL024C', 'YLR369W', 'YMR115W', 'YNL007C', 'YNL209W']"
mismatched DNA binding,11,"['YCR092C', 'YDL154W', 'YDR097C', 'YFL003C', 'YHR120W', 'YLR035C', 'YMR167W', 'YNL082W', 'YOL090W', 'YOR258W', 'YPL164C']"
mitochondrial RNA polymerase binding promoter specificity activity,2,"['YCR065W', 'YMR228W']"
mitochondrial RNA polymerase regulatory region DNA binding,1,['YFL036W']
mitochondrial ribosomal large subunit rRNA binding,1,['YGL064C']
mitochondrial ribosome binding,7,"['YBR185C', 'YER154W', 'YIL070C', 'YJL131C', 'YLR289W', 'YNR040W', 'YOL027C']"
mitochondrion targeting sequence binding,5,"['YDL217C', 'YGR082W', 'YNL121C', 'YNR017W', 'YPL063W']"
mitogen-activated protein kinase binding,3,"['YBR109C', 'YER180C', 'YNL167C']"
mitogen-activated protein kinase kinase kinase binding,1,['YLR006C']
